created_at,updated_at,name,display_name
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect equipment on a regular basis,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect equipment to ensure that it is operating efficiently,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect establishments to ensure that there are no environmental and health or safety hazards,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect facilities to ensure that they meet security and safety standards,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect guest rooms and public areas and and grounds for cleanliness and appearance,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect new and existing properties noting the characteristics,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect parts for surface defects,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect problem roofs to determine the best way to repair them,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect sports equipment and examine all participants to ensure safety,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect structures or materials to be welded,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect supplies and equipment and work areas,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect the exterior and physical integrity of wind turbine towers,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect their trailers before and after the trip and record any defects they find,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect and est or measure materials or products being produced,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect and repair and replace defective or worn parts,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',inspect and test and evaluate workplace environments and equipment and practices to ensure that they follow safety standards and government regulations,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install adjust and maintain and repair or provide technical support for biomedical equipment,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install and maintain laboratory and field equipment,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install and use software such as firewalls and data encryption programs to protect sensitive information,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install communications equipment in offices and private homes and buildings that are under construction,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install electrical components and wiring,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install medical equipment,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install metal sheets with supportive frameworks,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install pipes and fixtures,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install scaffolding and raise ladders,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install shingles,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install small premade boilers in buildings and manufacturing facilities,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install solar modules and panels and support structures in according with building codes and standards,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install structures and fixtures such as windows and molding,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install vapor barriers or layers of insulation,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install ventilation systems,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install and clean and maintain hvacr systems,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',install and maintain and or repair the power lines that move electricity,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',instruct patients on how and when to take a prescribed medicine and inform them about potential side effects from taking the medicine,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',instruct students on how to develop certain skills,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',integrate images and text to create cohesive pages,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interact with customers and ensure that they have a pleasant experience,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interpret and explain contracts and technical information to other professionals,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interpret and forecast market trends,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interpret and transcribe the dictation into patient history and exam notes and operative reports and referral letters and discharge summaries and other documents,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interpret laws and rulings and regulars for individuals and businesses,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interstate or within the state,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interview and examine patients with breathing or cardiopulmonary disorders,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interview applicants about their experience and education and skills,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interview claimants and agents or witnesses to obtain information about disputed issues,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interview guests and moderate panels or discussions on their shows,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interview patients to get comprehensive individual family and medical histories,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interview people to gather information,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interview people who have information and analysis or opinions about a story or article,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interview personnel and conduct onsite observations to determine the methods and equipment and personnel that will be needed,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interview prospective clients to get information about their financial resources and discuss existing coverage,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interview vendors and visit suppliers plants and distribution centers to examine and learn about products and services and prices,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interview with probationers and parolees and their friends and and relatives in an office or at a residence to assess progress,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',interview witnesses,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',invent new computing languages and tools and methods to improve the way in which people work with computers,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',investigate and gather the facts of a case,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',investigate equipment failures or difficulties to diagnose faulty operation and to recommend remedies,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',investigate new story ideas and pitch ideas to editors,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',investigate and evaluate and and settle insurance claims,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',isolate and analyze and synthesize proteins and fats and dna and other molecules,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',issue landing and takeoff instructions to pilots,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',jazz or tap dancing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',jewelry making,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',jigsaw puzzles,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',jogging,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',judge performances in sporting competitions to determine a winner,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',judo,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',juggling,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',jujitsu,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',jukskei,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',kabaddi,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',karaoke,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',karate,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',kart racing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',kayaking,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',keep a record of the material they move,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',keep and update financial data,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',keep passengers informed of possible delays,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',keep records of items shipped and received or transferred to another location,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',keep records of maintenance and repairs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',keep the bus clean and presentable to the public,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',keep the inside and outside of their car clean,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',keep their truck and associated equipment clean and in good working order,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',keep track of event times and starting or stopping play when necessary,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',keep track of how much money the hotel or lodging facility is making,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',kendama,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',kissing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',kite flying,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',kitesurfing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',knead and roll and cut and shape dough,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',knife collecting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',knife making,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',knife throwing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',knitting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',knitting or crocheting or quilting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',knot tying,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',kombucha brewing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',label the drawn blood for testing or processing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',lace making,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',lacrosse,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',offer advice on the purchase or sale of particular securities,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',landscape architects design parts and the outdoor spaces of campuses and recreational facilities and businesses and private homes and other open spaces,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',lapidary,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',larping,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',laser tag,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',laughing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',layout prefabricated parts of larger boilers before assembling them,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',layout patterns and forms or foundations according to plans,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',lead children who have developmental disabilities in play activities that promote coordination and socialization,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',lead meetings between management and labor,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',lead patients in therapeutic and recreational activities,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',learn complex dance movements that entertain an audience,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',learning,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',leather crafting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',led research and development projects to produce new products and processes or designs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',lego building,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',letterboxing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',lift wood pieces onto machines and either by hand or with hoists,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',lighting candles,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',link an organizations management with its employees,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',listen to customers questions and concerns and provide answers or responses,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',listen to the recorded dictation of a doctor or healthcare worker,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',listening to a stereo,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',listening to music,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',listening to others,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',listening to podcasts,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',listening to the radio,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',load and unload their cargo,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',locate and contact potential clients to offer their firms advertising services,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',locate fish with the use of fish finding equipment,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',lock picking,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',longboarding,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',losing weight,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',lotology lottery ticket collecting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',lying in the sun,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',m eet with union representatitves,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',machining,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',macrame,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',magic,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',magnet fishing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',mahjong,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',maintain a log of their working hours and following all federal and state regulations,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',maintain and apply knowledge of current health and safety policies and regulations and and industrial processes,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',maintain and repair machines and mechanical equipment and buildings,
